Hz,x1,x2,y1,y2
0,0.14007769230769232,0.09116615384615386,0.12405999999999999,0.07649607692307693
0,0.10836307692307694,0.2148276923076923,0.07230769230769231,0.16062692307692308
0,0.3151161538461539,0.10414615384615383,0.2167892307692308,0.13315615384615384
0,0.4070069230769231,0.09268,0.3899823076923077,0.09309615384615386
0,0.3002076923076923,0.17253307692307693,0.27472153846153846,0.21454307692307692
0,0.22191461538461538,0.2753076923076923,0.18429615384615386,0.22948846153846153
0,0.1159276923076923,0.33993,0.0876923076923077,0.36538461538461536
0,0.3461630769230769,0.3484769230769231,0.3160307692307692,0.3387561538461538
0,0.8336,0.10057999999999999,0.6983369230769231,0.06478638461538462
0,1.0448384615384616,0.2899746153846154,0.9206692307692307,0.20757538461538463
0,0.5753107692307692,0.11077384615384615,0.41999692307692305,0.020156076923076922
0,0.5444092307692308,0.25280230769230766,0.5003223076923077,0.31353846153846154
0,0.45361,0.20579076923076925,0.37587692307692305,0.13365538461538462
0,0.2917753846153846,0.36105615384615386,0.24168846153846155,0.34334846153846155
0,0.15461538461538463,1.0346153846153847,0.1576923076923077,1.0176923076923077
0,0.12692307692307692,0.9838461538461538,0.13846153846153847,0.9607692307692308
0,0.12615384615384614,0.9476923076923077,0.12923076923076923,0.9484615384615385
0,0.11307692307692307,0.8823076923076923,0.1226923076923077,0.9142307692307692
0,0.10384615384615385,0.8223076923076923,0.11879384615384614,0.8487923076923077
0,0.10859,0.7826384615384615,0.10733,0.7353392307692308
0,0.05292307692307692,0.5881876923076923,0.057953846153846154,0.5955084615384615
0,0.10153846153846154,0.6,0.10615384615384615,0.5976923076923077
0,0.08666692307692307,0.3287176923076923,0.08307692307692308,0.28358999999999995
0,0.07615384615384616,0.18076923076923077,0.08205153846153847,0.18564076923076922
0,0.06076923076923077,0.04384615384615385,0.056992307692307696,0.03905615384615385
0,0.11569384615384615,0.14663846153846152,0.08361538461538462,0.1347846153846154
0,0.0923,0.29143923076923073,0.007692307692307693,0.3127692307692308
0,0.08461538461538462,0.4680369230769231,0.046538461538461535,0.4175692307692308
0,0.1415023076923077,0.40755846153846154,0.10815384615384616,0.3879769230769231
0,0.11800153846153845,0.5376115384615384,0.035076923076923075,0.6307692307692307
0,0.23990384615384616,0.9368153846153845,0.21548769230769232,0.9566769230769231
